cntry,rw_order,paed_age_cutoff,inc_time_tmc,logsigma_time_mmc,logsigma_agetime_mmc,logsigma_spacetime_mmc,ids
BDI,0,Inf,TRUE,-1.5,0,-3.5,NA
BDI,0,Inf,TRUE,-1.5,0,-2,NA
BDI,0,Inf,TRUE,-1.5,0,-0.5,NA
BDI,0,Inf,TRUE,-1.5,0,1,NA
BDI,0,Inf,TRUE,-1.5,1.5,-3.5,NA
BDI,0,Inf,TRUE,-1.5,1.5,-2,NA
BDI,0,Inf,TRUE,-1.5,1.5,-0.5,NA
BDI,0,Inf,TRUE,-1.5,1.5,1,NA
BDI,0,Inf,TRUE,-1.5,3,-3.5,NA
BDI,0,Inf,TRUE,-1.5,3,-2,NA
BDI,0,Inf,TRUE,-1.5,3,-0.5,NA
BDI,0,Inf,TRUE,-1.5,3,1,NA
BDI,0,Inf,TRUE,-1.5,4.5,-3.5,NA
BDI,0,Inf,TRUE,-1.5,4.5,-2,NA
BDI,0,Inf,TRUE,-1.5,4.5,-0.5,NA
BDI,0,Inf,TRUE,-1.5,4.5,1,NA
BDI,0,Inf,TRUE,0,0,-3.5,NA
BDI,0,Inf,TRUE,0,0,-2,NA
BDI,0,Inf,TRUE,0,0,-0.5,NA
BDI,0,Inf,TRUE,0,0,1,NA
BDI,0,Inf,TRUE,0,1.5,-3.5,NA
BDI,0,Inf,TRUE,0,1.5,-2,NA
BDI,0,Inf,TRUE,0,1.5,-0.5,NA
BDI,0,Inf,TRUE,0,1.5,1,NA
BDI,0,Inf,TRUE,0,3,-3.5,NA
BDI,0,Inf,TRUE,0,3,-2,NA
BDI,0,Inf,TRUE,0,3,-0.5,NA
BDI,0,Inf,TRUE,0,3,1,NA
BDI,0,Inf,TRUE,0,4.5,-3.5,NA
BDI,0,Inf,TRUE,0,4.5,-2,NA
BDI,0,Inf,TRUE,0,4.5,-0.5,NA
BDI,0,Inf,TRUE,0,4.5,1,NA
BDI,0,Inf,TRUE,1.5,0,-3.5,NA
BDI,0,Inf,TRUE,1.5,0,-2,NA
BDI,0,Inf,TRUE,1.5,0,-0.5,NA
BDI,0,Inf,TRUE,1.5,0,1,NA
BDI,0,Inf,TRUE,1.5,1.5,-3.5,NA
BDI,0,Inf,TRUE,1.5,1.5,-2,NA
BDI,0,Inf,TRUE,1.5,1.5,-0.5,NA
BDI,0,Inf,TRUE,1.5,1.5,1,NA
BDI,0,Inf,TRUE,1.5,3,-3.5,NA
BDI,0,Inf,TRUE,1.5,3,-2,NA
BDI,0,Inf,TRUE,1.5,3,-0.5,NA
BDI,0,Inf,TRUE,1.5,3,1,NA
BDI,0,Inf,TRUE,1.5,4.5,-3.5,NA
BDI,0,Inf,TRUE,1.5,4.5,-2,NA
BDI,0,Inf,TRUE,1.5,4.5,-0.5,NA
BDI,0,Inf,TRUE,1.5,4.5,1,NA
BDI,0,Inf,TRUE,3,0,-3.5,NA
BDI,0,Inf,TRUE,3,0,-2,NA
BDI,0,Inf,TRUE,3,0,-0.5,NA
BDI,0,Inf,TRUE,3,0,1,NA
BDI,0,Inf,TRUE,3,1.5,-3.5,NA
BDI,0,Inf,TRUE,3,1.5,-2,NA
BDI,0,Inf,TRUE,3,1.5,-0.5,NA
BDI,0,Inf,TRUE,3,1.5,1,NA
BDI,0,Inf,TRUE,3,3,-3.5,NA
BDI,0,Inf,TRUE,3,3,-2,NA
BDI,0,Inf,TRUE,3,3,-0.5,NA
BDI,0,Inf,TRUE,3,3,1,NA
BDI,0,Inf,TRUE,3,4.5,-3.5,NA
BDI,0,Inf,TRUE,3,4.5,-2,NA
BDI,0,Inf,TRUE,3,4.5,-0.5,NA
BDI,0,Inf,TRUE,3,4.5,1,NA
BEN,0,Inf,TRUE,-1.5,0,-3.5,20230812-221505-98595edf
BEN,0,Inf,TRUE,-1.5,0,-2,20230811-161055-7317c326
BEN,0,Inf,TRUE,-1.5,0,-0.5,20230812-221505-9c0861f7
BEN,0,Inf,TRUE,-1.5,0,1,20230812-221505-9d07b7a0
BEN,0,Inf,TRUE,-1.5,1.5,-3.5,20230811-161132-0d4b3f6d
BEN,0,Inf,TRUE,-1.5,1.5,-2,20230812-221532-72ff3f61
BEN,0,Inf,TRUE,-1.5,1.5,-0.5,20230811-161202-3c9d7855
BEN,0,Inf,TRUE,-1.5,1.5,1,20230812-221542-fcd44c3a
BEN,0,Inf,TRUE,-1.5,3,-3.5,20230812-221534-9d267c79
BEN,0,Inf,TRUE,-1.5,3,-2,20230813-210213-08795370
BEN,0,Inf,TRUE,-1.5,3,-0.5,20230813-210213-08791a8e
BEN,0,Inf,TRUE,-1.5,3,1,20230811-161221-759a860f
BEN,0,Inf,TRUE,-1.5,4.5,-3.5,20230813-210213-087a5324
BEN,0,Inf,TRUE,-1.5,4.5,-2,20230813-210247-0d014b93
BEN,0,Inf,TRUE,-1.5,4.5,-0.5,20230813-210246-f5e28bce
BEN,0,Inf,TRUE,-1.5,4.5,1,20230813-210250-528c6270
BEN,0,Inf,TRUE,0,0,-3.5,20230813-210322-7f77a6e0
BEN,0,Inf,TRUE,0,0,-2,20230813-210322-7d619915
BEN,0,Inf,TRUE,0,0,-0.5,20230814-103013-06395861
BEN,0,Inf,TRUE,0,0,1,NA
BEN,0,Inf,TRUE,0,1.5,-3.5,20230814-103013-31ce1983
BEN,0,Inf,TRUE,0,1.5,-2,20230811-161429-a7f6f571
BEN,0,Inf,TRUE,0,1.5,-0.5,20230814-103125-dfbdd41b
BEN,0,Inf,TRUE,0,1.5,1,20230813-210436-f7e40401
BEN,0,Inf,TRUE,0,3,-3.5,20230814-103125-9eec04c2
BEN,0,Inf,TRUE,0,3,-2,20230814-103125-aeccf622
BEN,0,Inf,TRUE,0,3,-0.5,20230814-103234-a3e4a65d
BEN,0,Inf,TRUE,0,3,1,20230814-103235-04fe41ad
BEN,0,Inf,TRUE,0,4.5,-3.5,20230814-103238-0b63c7f8
BEN,0,Inf,TRUE,0,4.5,-2,20230813-210539-43035b61
BEN,0,Inf,TRUE,0,4.5,-0.5,NA
BEN,0,Inf,TRUE,0,4.5,1,20230814-103353-54b73328
BEN,0,Inf,TRUE,1.5,0,-3.5,20230811-161549-f8407d2b
BEN,0,Inf,TRUE,1.5,0,-2,20230814-103353-36bfe04e
BEN,0,Inf,TRUE,1.5,0,-0.5,20230814-103437-bcf947df
BEN,0,Inf,TRUE,1.5,0,1,20230813-210558-68333a1f
BEN,0,Inf,TRUE,1.5,1.5,-3.5,20230814-103437-8225a8b0
BEN,0,Inf,TRUE,1.5,1.5,-2,NA
BEN,0,Inf,TRUE,1.5,1.5,-0.5,20230814-103515-afd6dc91
BEN,0,Inf,TRUE,1.5,1.5,1,20230813-210715-b94af71c
BEN,0,Inf,TRUE,1.5,3,-3.5,20230814-103512-5c0950ed
BEN,0,Inf,TRUE,1.5,3,-2,20230813-210703-e3d2b156
BEN,0,Inf,TRUE,1.5,3,-0.5,20230814-103512-8a72aa0e
BEN,0,Inf,TRUE,1.5,3,1,20230812-222112-eb6c72a0
BEN,0,Inf,TRUE,1.5,4.5,-3.5,20230814-103551-9a792c7c
BEN,0,Inf,TRUE,1.5,4.5,-2,20230813-210734-2042d323
BEN,0,Inf,TRUE,1.5,4.5,-0.5,20230814-103542-3241392b
BEN,0,Inf,TRUE,1.5,4.5,1,20230814-103547-93f8d531
BEN,0,Inf,TRUE,3,0,-3.5,20230813-210806-4db195ac
BEN,0,Inf,TRUE,3,0,-2,20230814-103629-4f6e3743
BEN,0,Inf,TRUE,3,0,-0.5,20230812-222223-ea7602da
BEN,0,Inf,TRUE,3,0,1,20230814-103614-cebe3bff
BEN,0,Inf,TRUE,3,1.5,-3.5,20230811-161948-e70b3709
BEN,0,Inf,TRUE,3,1.5,-2,20230814-103618-f83508ca
BEN,0,Inf,TRUE,3,1.5,-0.5,20230814-103701-696a0b47
BEN,0,Inf,TRUE,3,1.5,1,20230814-103644-ce880426
BEN,0,Inf,TRUE,3,3,-3.5,20230814-103653-f7ede440
BEN,0,Inf,TRUE,3,3,-2,20230814-103735-c7ca7a81
BEN,0,Inf,TRUE,3,3,-0.5,20230814-103717-ef99c64d
BEN,0,Inf,TRUE,3,3,1,20230814-103726-094ea738
BEN,0,Inf,TRUE,3,4.5,-3.5,NA
BEN,0,Inf,TRUE,3,4.5,-2,NA
BEN,0,Inf,TRUE,3,4.5,-0.5,20230814-103755-128089b4
BEN,0,Inf,TRUE,3,4.5,1,NA
CIV,0,Inf,TRUE,-1.5,0,-3.5,NA
CIV,0,Inf,TRUE,-1.5,0,-2,NA
CIV,0,Inf,TRUE,-1.5,0,-0.5,NA
CIV,0,Inf,TRUE,-1.5,0,1,NA
CIV,0,Inf,TRUE,-1.5,1.5,-3.5,NA
CIV,0,Inf,TRUE,-1.5,1.5,-2,NA
CIV,0,Inf,TRUE,-1.5,1.5,-0.5,NA
CIV,0,Inf,TRUE,-1.5,1.5,1,NA
CIV,0,Inf,TRUE,-1.5,3,-3.5,NA
CIV,0,Inf,TRUE,-1.5,3,-2,NA
CIV,0,Inf,TRUE,-1.5,3,-0.5,NA
CIV,0,Inf,TRUE,-1.5,3,1,NA
CIV,0,Inf,TRUE,-1.5,4.5,-3.5,NA
CIV,0,Inf,TRUE,-1.5,4.5,-2,NA
CIV,0,Inf,TRUE,-1.5,4.5,-0.5,NA
CIV,0,Inf,TRUE,-1.5,4.5,1,NA
CIV,0,Inf,TRUE,0,0,-3.5,NA
CIV,0,Inf,TRUE,0,0,-2,NA
CIV,0,Inf,TRUE,0,0,-0.5,NA
CIV,0,Inf,TRUE,0,0,1,NA
CIV,0,Inf,TRUE,0,1.5,-3.5,NA
CIV,0,Inf,TRUE,0,1.5,-2,NA
CIV,0,Inf,TRUE,0,1.5,-0.5,NA
CIV,0,Inf,TRUE,0,1.5,1,NA
CIV,0,Inf,TRUE,0,3,-3.5,NA
CIV,0,Inf,TRUE,0,3,-2,NA
CIV,0,Inf,TRUE,0,3,-0.5,NA
CIV,0,Inf,TRUE,0,3,1,NA
CIV,0,Inf,TRUE,0,4.5,-3.5,NA
CIV,0,Inf,TRUE,0,4.5,-2,NA
CIV,0,Inf,TRUE,0,4.5,-0.5,NA
CIV,0,Inf,TRUE,0,4.5,1,NA
CIV,0,Inf,TRUE,1.5,0,-3.5,NA
CIV,0,Inf,TRUE,1.5,0,-2,NA
CIV,0,Inf,TRUE,1.5,0,-0.5,NA
CIV,0,Inf,TRUE,1.5,0,1,NA
CIV,0,Inf,TRUE,1.5,1.5,-3.5,NA
CIV,0,Inf,TRUE,1.5,1.5,-2,NA
CIV,0,Inf,TRUE,1.5,1.5,-0.5,NA
CIV,0,Inf,TRUE,1.5,1.5,1,NA
CIV,0,Inf,TRUE,1.5,3,-3.5,NA
CIV,0,Inf,TRUE,1.5,3,-2,NA
CIV,0,Inf,TRUE,1.5,3,-0.5,NA
CIV,0,Inf,TRUE,1.5,3,1,NA
CIV,0,Inf,TRUE,1.5,4.5,-3.5,NA
CIV,0,Inf,TRUE,1.5,4.5,-2,NA
CIV,0,Inf,TRUE,1.5,4.5,-0.5,NA
CIV,0,Inf,TRUE,1.5,4.5,1,NA
CIV,0,Inf,TRUE,3,0,-3.5,NA
CIV,0,Inf,TRUE,3,0,-2,NA
CIV,0,Inf,TRUE,3,0,-0.5,NA
CIV,0,Inf,TRUE,3,0,1,NA
CIV,0,Inf,TRUE,3,1.5,-3.5,NA
CIV,0,Inf,TRUE,3,1.5,-2,NA
CIV,0,Inf,TRUE,3,1.5,-0.5,NA
CIV,0,Inf,TRUE,3,1.5,1,NA
CIV,0,Inf,TRUE,3,3,-3.5,NA
CIV,0,Inf,TRUE,3,3,-2,NA
CIV,0,Inf,TRUE,3,3,-0.5,NA
CIV,0,Inf,TRUE,3,3,1,NA
CIV,0,Inf,TRUE,3,4.5,-3.5,NA
CIV,0,Inf,TRUE,3,4.5,-2,NA
CIV,0,Inf,TRUE,3,4.5,-0.5,NA
CIV,0,Inf,TRUE,3,4.5,1,NA
CMR,0,Inf,TRUE,-1.5,0,-3.5,20230814-103826-ffe85503
CMR,0,Inf,TRUE,-1.5,0,-2,20230814-103826-fa1a9578
CMR,0,Inf,TRUE,-1.5,0,-0.5,20230814-103908-6f8f9f33
CMR,0,Inf,TRUE,-1.5,0,1,20230812-222511-aaf1df9c
CMR,0,Inf,TRUE,-1.5,1.5,-3.5,20230814-103902-5dd50777
CMR,0,Inf,TRUE,-1.5,1.5,-2,20230814-103852-72b3f01b
CMR,0,Inf,TRUE,-1.5,1.5,-0.5,20230812-222542-39647b03
CMR,0,Inf,TRUE,-1.5,1.5,1,20230814-103939-8f1fdb3d
CMR,0,Inf,TRUE,-1.5,3,-3.5,20230814-103931-394812aa
CMR,0,Inf,TRUE,-1.5,3,-2,20230814-103919-ea4e9c0f
CMR,0,Inf,TRUE,-1.5,3,-0.5,20230814-104009-abcb3862
CMR,0,Inf,TRUE,-1.5,3,1,20230814-103959-4326e5a5
CMR,0,Inf,TRUE,-1.5,4.5,-3.5,20230814-103948-5f9bb6b6
CMR,0,Inf,TRUE,-1.5,4.5,-2,20230813-211259-161244ff
CMR,0,Inf,TRUE,-1.5,4.5,-0.5,20230814-104036-b8a10d9c
CMR,0,Inf,TRUE,-1.5,4.5,1,20230814-104027-b3ad7459
CMR,0,Inf,TRUE,0,0,-3.5,20230814-104017-57dff30d
CMR,0,Inf,TRUE,0,0,-2,20230814-104111-fc42009e
CMR,0,Inf,TRUE,0,0,-0.5,20230814-104054-3bf26a53
CMR,0,Inf,TRUE,0,0,1,20230814-104045-d5718516
CMR,0,Inf,TRUE,0,1.5,-3.5,20230814-104143-761ae54f
CMR,0,Inf,TRUE,0,1.5,-2,20230814-104121-278fc521
CMR,0,Inf,TRUE,0,1.5,-0.5,20230814-104112-0fe6f588
CMR,0,Inf,TRUE,0,1.5,1,20230814-104216-04ea1abd
CMR,0,Inf,TRUE,0,3,-3.5,20230814-104152-94d9c1b4
CMR,0,Inf,TRUE,0,3,-2,20230813-211459-cef4ed77
CMR,0,Inf,TRUE,0,3,-0.5,NA
CMR,0,Inf,TRUE,0,3,1,20230814-104253-8b502af3
CMR,0,Inf,TRUE,0,4.5,-3.5,20230814-104226-76349d7f
CMR,0,Inf,TRUE,0,4.5,-2,20230814-104215-93e35318
CMR,0,Inf,TRUE,0,4.5,-0.5,20230814-104321-5facd7ed
CMR,0,Inf,TRUE,0,4.5,1,20230814-104258-93e01e07
CMR,0,Inf,TRUE,1.5,0,-3.5,20230814-104243-ce72c3b8
CMR,0,Inf,TRUE,1.5,0,-2,20230814-104348-b584c16c
CMR,0,Inf,TRUE,1.5,0,-0.5,20230814-104328-47b4d19c
CMR,0,Inf,TRUE,1.5,0,1,20230814-104313-97772309
CMR,0,Inf,TRUE,1.5,1.5,-3.5,20230814-104416-4794099a
CMR,0,Inf,TRUE,1.5,1.5,-2,20230814-104358-0929da65
CMR,0,Inf,TRUE,1.5,1.5,-0.5,20230812-223044-82bf6f9c
CMR,0,Inf,TRUE,1.5,1.5,1,20230814-104341-8db4ca34
CMR,0,Inf,TRUE,1.5,3,-3.5,20230814-104444-9790a53e
CMR,0,Inf,TRUE,1.5,3,-2,20230814-104429-bf29002d
CMR,0,Inf,TRUE,1.5,3,-0.5,20230814-104408-50306e2e
CMR,0,Inf,TRUE,1.5,3,1,20230814-104512-6c46fc51
CMR,0,Inf,TRUE,1.5,4.5,-3.5,20230813-211804-e7028536
CMR,0,Inf,TRUE,1.5,4.5,-2,20230813-211814-de55800e
CMR,0,Inf,TRUE,1.5,4.5,-0.5,20230813-211749-9ec7c022
CMR,0,Inf,TRUE,1.5,4.5,1,20230813-211834-abf395aa
CMR,0,Inf,TRUE,3,0,-3.5,20230813-211846-980e957e
CMR,0,Inf,TRUE,3,0,-2,20230812-223301-6ec69a00
CMR,0,Inf,TRUE,3,0,-0.5,20230814-104459-2283a9fd
CMR,0,Inf,TRUE,3,0,1,20230814-104438-0b18c704
CMR,0,Inf,TRUE,3,1.5,-3.5,20230814-104543-59382f64
CMR,0,Inf,TRUE,3,1.5,-2,20230812-223310-eafaecc6
CMR,0,Inf,TRUE,3,1.5,-0.5,20230814-104530-2fc4410a
CMR,0,Inf,TRUE,3,1.5,1,20230814-104511-92ce5468
CMR,0,Inf,TRUE,3,3,-3.5,20230814-104611-9129aaa8
CMR,0,Inf,TRUE,3,3,-2,20230814-104557-9b3cfb2b
CMR,0,Inf,TRUE,3,3,-0.5,20230814-104539-36aeab19
CMR,0,Inf,TRUE,3,3,1,20230814-104646-a86e24a2
CMR,0,Inf,TRUE,3,4.5,-3.5,20230814-104627-c7ad4411
CMR,0,Inf,TRUE,3,4.5,-2,20230814-104606-e46b83a9
CMR,0,Inf,TRUE,3,4.5,-0.5,20230814-104715-a59067a1
CMR,0,Inf,TRUE,3,4.5,1,20230813-212023-6114b897
COG,0,Inf,TRUE,-1.5,0,-3.5,NA
COG,0,Inf,TRUE,-1.5,0,-2,NA
COG,0,Inf,TRUE,-1.5,0,-0.5,NA
COG,0,Inf,TRUE,-1.5,0,1,NA
COG,0,Inf,TRUE,-1.5,1.5,-3.5,NA
COG,0,Inf,TRUE,-1.5,1.5,-2,NA
COG,0,Inf,TRUE,-1.5,1.5,-0.5,NA
COG,0,Inf,TRUE,-1.5,1.5,1,NA
COG,0,Inf,TRUE,-1.5,3,-3.5,NA
COG,0,Inf,TRUE,-1.5,3,-2,NA
COG,0,Inf,TRUE,-1.5,3,-0.5,NA
COG,0,Inf,TRUE,-1.5,3,1,NA
COG,0,Inf,TRUE,-1.5,4.5,-3.5,NA
COG,0,Inf,TRUE,-1.5,4.5,-2,NA
COG,0,Inf,TRUE,-1.5,4.5,-0.5,NA
COG,0,Inf,TRUE,-1.5,4.5,1,NA
COG,0,Inf,TRUE,0,0,-3.5,NA
COG,0,Inf,TRUE,0,0,-2,NA
COG,0,Inf,TRUE,0,0,-0.5,NA
COG,0,Inf,TRUE,0,0,1,NA
COG,0,Inf,TRUE,0,1.5,-3.5,NA
COG,0,Inf,TRUE,0,1.5,-2,NA
COG,0,Inf,TRUE,0,1.5,-0.5,NA
COG,0,Inf,TRUE,0,1.5,1,NA
COG,0,Inf,TRUE,0,3,-3.5,NA
COG,0,Inf,TRUE,0,3,-2,NA
COG,0,Inf,TRUE,0,3,-0.5,NA
COG,0,Inf,TRUE,0,3,1,NA
COG,0,Inf,TRUE,0,4.5,-3.5,NA
COG,0,Inf,TRUE,0,4.5,-2,NA
COG,0,Inf,TRUE,0,4.5,-0.5,NA
COG,0,Inf,TRUE,0,4.5,1,NA
COG,0,Inf,TRUE,1.5,0,-3.5,NA
COG,0,Inf,TRUE,1.5,0,-2,NA
COG,0,Inf,TRUE,1.5,0,-0.5,NA
COG,0,Inf,TRUE,1.5,0,1,NA
COG,0,Inf,TRUE,1.5,1.5,-3.5,NA
COG,0,Inf,TRUE,1.5,1.5,-2,NA
COG,0,Inf,TRUE,1.5,1.5,-0.5,NA
COG,0,Inf,TRUE,1.5,1.5,1,NA
COG,0,Inf,TRUE,1.5,3,-3.5,NA
COG,0,Inf,TRUE,1.5,3,-2,NA
COG,0,Inf,TRUE,1.5,3,-0.5,NA
COG,0,Inf,TRUE,1.5,3,1,NA
COG,0,Inf,TRUE,1.5,4.5,-3.5,NA
COG,0,Inf,TRUE,1.5,4.5,-2,NA
COG,0,Inf,TRUE,1.5,4.5,-0.5,NA
COG,0,Inf,TRUE,1.5,4.5,1,NA
COG,0,Inf,TRUE,3,0,-3.5,NA
COG,0,Inf,TRUE,3,0,-2,NA
COG,0,Inf,TRUE,3,0,-0.5,NA
COG,0,Inf,TRUE,3,0,1,NA
COG,0,Inf,TRUE,3,1.5,-3.5,NA
COG,0,Inf,TRUE,3,1.5,-2,NA
COG,0,Inf,TRUE,3,1.5,-0.5,NA
COG,0,Inf,TRUE,3,1.5,1,NA
COG,0,Inf,TRUE,3,3,-3.5,NA
COG,0,Inf,TRUE,3,3,-2,NA
COG,0,Inf,TRUE,3,3,-0.5,NA
COG,0,Inf,TRUE,3,3,1,NA
COG,0,Inf,TRUE,3,4.5,-3.5,NA
COG,0,Inf,TRUE,3,4.5,-2,NA
COG,0,Inf,TRUE,3,4.5,-0.5,NA
COG,0,Inf,TRUE,3,4.5,1,NA
MLI,0,Inf,TRUE,-1.5,0,-3.5,20230818-210455-0c9239e3
MLI,0,Inf,TRUE,-1.5,0,-2,20230818-210455-0c0ab35d
MLI,0,Inf,TRUE,-1.5,0,-0.5,20230818-210455-10efa34c
MLI,0,Inf,TRUE,-1.5,0,1,20230818-210536-31d44768
MLI,0,Inf,TRUE,-1.5,1.5,-3.5,20230818-210536-d0d01c89
MLI,0,Inf,TRUE,-1.5,1.5,-2,20230818-210536-31b54030
MLI,0,Inf,TRUE,-1.5,1.5,-0.5,20230818-210610-9431c101
MLI,0,Inf,TRUE,-1.5,1.5,1,20230818-210610-7ab7ed67
MLI,0,Inf,TRUE,-1.5,3,-3.5,20230818-210610-c59691ee
MLI,0,Inf,TRUE,-1.5,3,-2,20230818-210648-af41b2cd
MLI,0,Inf,TRUE,-1.5,3,-0.5,20230818-210653-74573329
MLI,0,Inf,TRUE,-1.5,3,1,20230818-210648-af5603e1
MLI,0,Inf,TRUE,-1.5,4.5,-3.5,20230818-210727-1842d65e
MLI,0,Inf,TRUE,-1.5,4.5,-2,20230818-210727-21ba787e
MLI,0,Inf,TRUE,-1.5,4.5,-0.5,20230818-210727-122350fc
MLI,0,Inf,TRUE,-1.5,4.5,1,20230818-210759-6815c458
MLI,0,Inf,TRUE,0,0,-3.5,20230818-210805-97598402
MLI,0,Inf,TRUE,0,0,-2,20230818-210800-5b64cc10
MLI,0,Inf,TRUE,0,0,-0.5,20230818-210834-b9f53262
MLI,0,Inf,TRUE,0,0,1,20230818-210834-c68c6d89
MLI,0,Inf,TRUE,0,1.5,-3.5,20230818-210833-8d9458e2
MLI,0,Inf,TRUE,0,1.5,-2,20230818-210911-d1c7e787
MLI,0,Inf,TRUE,0,1.5,-0.5,20230818-210916-2e4f4583
MLI,0,Inf,TRUE,0,1.5,1,20230818-210904-b26e67b0
MLI,0,Inf,TRUE,0,3,-3.5,20230818-210949-3f4b0d96
MLI,0,Inf,TRUE,0,3,-2,20230818-210957-4413ea9d
MLI,0,Inf,TRUE,0,3,-0.5,20230818-210940-0be9e0e6
MLI,0,Inf,TRUE,0,3,1,20230818-211020-4527cf7c
MLI,0,Inf,TRUE,0,4.5,-3.5,20230818-211030-1dd110fe
MLI,0,Inf,TRUE,0,4.5,-2,20230818-211020-1fecbbe3
MLI,0,Inf,TRUE,0,4.5,-0.5,20230818-211053-060ef65f
MLI,0,Inf,TRUE,0,4.5,1,NA
MLI,0,Inf,TRUE,1.5,0,-3.5,20230818-211052-e51aa473
MLI,0,Inf,TRUE,1.5,0,-2,20230818-211128-df460ed4
MLI,0,Inf,TRUE,1.5,0,-0.5,20230818-211139-c4e20f8a
